TX_AMOUNT,IS_FRAUD,SENDER_INIT_BALANCE,RECEIVER_INIT_BALANCE,HOUR,DAY_OF_WEEK,AMOUNT_TO_SENDER_BALANCE_RATIO,SENDER_BALANCE_AFTER_TX
587.1,FALSE,587.11,573.72,5,2,0.998282634,0.01
6.156917654,TRUE,1082.275521,412.9422442,15,1,0.008743116,552.9
279.2666664,FALSE,154.599228,116.8168366,22,5,0.327766793,0.01
191.03,FALSE,191.04,253.16,14,6,0.994740679,0.01
197.8009166,FALSE,106.0904289,56.90171699,23,6,0.42322844,-54282.85
297.5269957,FALSE,113.5797013,68.07467741,3,6,0.34505257,0
107.62,FALSE,107.63,222.41,15,0,0.990702384,0.01
197.36,FALSE,197.36,548.12,17,5,0.994958661,0
114.91,FALSE,114.91,497.74,15,4,0.991372617,0
197.16,FALSE,197.17,251.08,18,5,0.994903366,0.01
494.17,FALSE,494.18,356.47,18,4,0.997960338,0.01
266.172402,FALSE,66.31079427,82.24084907,3,5,0.587106058,0.01
6.21,FALSE,130.43,507.82,14,6,0.047249486,124.22
482.01,FALSE,482.01,115.93,13,5,0.997929649,0
54.89,FALSE,164.69,280.49,15,0,0.331281308,109.8
205.307601,FALSE,142.3989492,146.4466786,4,6,0.50724153,0
15.63,FALSE,156.34,414.79,19,5,0.099339011,140.71
46.88,FALSE,187.54,296.49,15,6,0.248647502,140.66
184.66,FALSE,184.66,107.75,14,0,0.99461381,0
242.61,FALSE,242.62,400.37,14,2,0.995854199,0.01
427.82,FALSE,427.82,190.53,15,2,0.997668019,0
7.91,FALSE,150.34,509.04,7,4,0.05226642,142.43
20.76,FALSE,145.32,321.05,10,1,0.141880809,124.56
133.14,FALSE,133.15,393.61,5,5,0.992471114,0.01
225.92,FALSE,225.93,175.48,1,1,0.995549288,0.01
127.73,FALSE,127.73,560.11,6,1,0.992231803,0
11.33,FALSE,136,240.49,5,4,0.08270073,124.67
151.97,FALSE,151.98,390.83,4,2,0.99339783,0.01
5.25,FALSE,115.52,156.73,5,1,0.045056643,110.27
122.63,FALSE,122.64,250.87,4,0,0.991831123,0.01
513,FALSE,513,555.9,1,1,0.998054475,0
173.49,FALSE,173.49,312.58,8,1,0.994269013,0
108.27,FALSE,108.28,111.74,16,0,0.990757687,0.01
112.33,FALSE,112.33,353.06,3,5,0.991176211,0
518.54,FALSE,518.55,111.5,7,3,0.99805601,0.01
152.27,FALSE,152.28,153.42,13,6,0.993410752,0.01
15.55,FALSE,171.15,448.74,23,1,0.090328202,155.6
494290.84,FALSE,236.84,507.8,17,1,2078.249411,-494054
127.3,FALSE,127.3,254.03,7,2,0.992205768,0
220.2333678,FALSE,179.9762242,57.49662659,0,5,0.482020259,-660006.96
13.12,FALSE,144.43,202.33,13,0,0.090215224,131.31
236.1271824,FALSE,185.5627747,79.91886966,22,6,0.438131032,106.65
186.19,FALSE,186.19,413.7,13,6,0.994657834,0
152.5752366,FALSE,146.4700413,56.93016951,0,5,0.429276645,0
134.6984114,FALSE,132.6990509,56.6565949,0,6,0.490258198,0.01
189.22,FALSE,189.23,500.05,23,2,0.994690638,0.01
192.58,FALSE,192.58,177.52,15,6,0.994834177,0
27.78,FALSE,138.95,341.73,21,1,0.198499464,111.17
121.2,FALSE,121.21,148.31,20,6,0.991735537,0.01
22.19,FALSE,133.18,106.81,23,4,0.16537487,110.99
573.29,FALSE,573.3,220.04,14,1,0.998241337,0.01
6.9,FALSE,145.01,181.98,12,2,0.047257037,138.11
17.7,FALSE,159.31,283.44,3,2,0.110411079,141.61
26.36,FALSE,184.53,280.97,4,4,0.142079448,158.17
138.89,FALSE,138.9,490.96,14,5,0.992780558,0.01
179.47,FALSE,179.48,108.62,13,2,0.994403812,0.01
15.47,FALSE,170.17,311.03,6,6,0.090377987,154.7
237.8018017,FALSE,55.30514812,129.3910219,23,6,0.494290431,0.01
110.33,FALSE,110.33,129.64,5,1,0.991017695,0
117.37,FALSE,117.38,567.46,4,0,0.991468153,0.01
551.95,FALSE,551.95,147.27,19,4,0.998191518,0
190.4207414,FALSE,137.1527048,108.8352997,23,5,0.344523826,0
25.8,FALSE,180.61,477.86,8,1,0.142062662,154.81
451.1,FALSE,451.11,398.02,19,1,0.99776603,0.01
12.25,FALSE,171.5,490.79,19,1,0.071014493,159.25
287.42,FALSE,287.42,137.3,10,0,0.996532834,0
412.45,FALSE,412.45,476.78,19,5,0.997581328,0
188.58,FALSE,188.59,115.29,5,4,0.994672715,0.01
12.93,TRUE,587.38,350.77,7,0,0.021975594,574.45
23.65,FALSE,189.26,106.63,0,0,0.124303585,165.61
461.39,FALSE,461.39,191.1,0,3,0.997837323,0
15.11,FALSE,120.93,248.18,15,3,0.123923563,105.82
220.4067745,FALSE,134.583366,131.0325725,2,6,0.587537545,0.01
177.35,FALSE,177.35,420.09,13,5,0.994393047,0
8.03,FALSE,112.49,225.92,3,2,0.070755133,104.46
14.51,FALSE,174.23,101.3,15,4,0.082805456,159.72
140.86,FALSE,140.86,325.28,17,3,0.992950797,0
217.0151348,FALSE,189.8739011,148.7087179,3,5,0.586932252,112.78
491.89,FALSE,491.89,138.14,11,4,0.99797115,0
137.17,FALSE,137.18,135.73,20,1,0.992690693,0.01
147.99,FALSE,147.99,249.48,3,6,0.99328814,0
163.2101244,FALSE,199.8120523,102.4503927,4,5,0.371455026,0
20.76,FALSE,145.32,217.18,9,1,0.141880809,124.56
453.7,FALSE,453.71,540.54,3,6,0.997778804,0.01
507.57,FALSE,507.58,134.4,23,3,0.998014078,0.01
110.5,FALSE,110.5,164.69,2,1,0.99103139,0
15.38,FALSE,153.81,269.86,3,3,0.099347587,138.43
1447688.25,FALSE,345.75,124.15,3,4,4175.020187,-1447342.5
478.77,FALSE,478.78,104.76,20,3,0.997894868,0.01
362.73,FALSE,362.74,363.87,6,1,0.997223291,0.01
244.576843,FALSE,118.6737484,87.71542143,1,6,0.340184046,0.01
8.69,FALSE,173.94,138.47,3,4,0.049674174,165.25
425.5,FALSE,425.5,292.85,6,1,0.997655334,0
152.08,FALSE,152.09,304.41,4,6,0.993402574,0.01
557.9,FALSE,557.91,555.42,15,4,0.998192911,0.01
4.31,TRUE,309.68,132.61,17,4,0.013872795,305.37
475.38,FALSE,475.38,165.28,11,5,0.997900835,0
115.98,FALSE,115.98,317.65,2,2,0.99145153,0
238.41,FALSE,238.42,260.85,6,1,0.995781472,0.01
258.805849,FALSE,143.1227305,87.69135571,0,5,0.538189034,125.28
13.3,FALSE,159.7,278.7,18,0,0.082762912,146.4
114.04,FALSE,114.04,104.31,5,1,0.991307371,0
5.644674505,TRUE,1331.130073,611.316745,10,3,0.016472522,219.01
219.302486,FALSE,91.04202546,122.132009,2,5,0.375655054,0
427.86,FALSE,427.87,447.55,10,1,0.997644974,0.01
560.88,FALSE,560.88,258.75,4,0,0.998220261,0
19.9,FALSE,179.1,240.82,2,2,0.11049417,159.2
290.1351013,FALSE,59.0971078,81.65663462,0,6,0.464526742,0.01
196.99,FALSE,196.99,216.93,23,1,0.99494924,0
435.42,FALSE,435.43,341.47,11,3,0.997685769,0.01
434.82,FALSE,434.83,394.81,5,6,0.997682583,0.01
15.77,FALSE,126.19,497.27,21,1,0.123987735,110.42
14.97,FALSE,179.67,129.25,0,5,0.08285825,164.7
11.88,FALSE,130.79,425.98,2,5,0.09014341,118.91
13.02,TRUE,339.32,271.33,14,1,0.03825811,326.3
545.64,FALSE,545.64,196.1,2,6,0.998170642,0
8.46,FALSE,160.81,252.35,20,2,0.052283542,152.35
7834545,FALSE,265.04,103.16,11,1,29448.74831,-7834279.96
187.53,FALSE,187.54,317.32,11,5,0.994643047,0.01
219.49,FALSE,219.49,240.55,0,1,0.995464647,0
229.239468,FALSE,131.2005693,96.4220632,3,5,0.526861691,0
115.37,FALSE,115.37,335.99,11,5,0.99140672,0
7.92,FALSE,110.95,547.08,20,4,0.070745869,103.03
16.44,FALSE,148.04,300.77,22,1,0.110305958,131.6
487.54,FALSE,487.54,253.22,11,5,0.997953085,0
19.03,TRUE,167.76,244.13,7,0,0.112763688,148.73
444.29,FALSE,444.29,383.22,15,1,0.997754272,0
9.32,FALSE,130.52,315.46,1,6,0.070863747,121.2
101.22,FALSE,101.22,189.81,13,1,0.990217179,0
510.08,FALSE,510.09,409.75,21,1,0.998023831,0.01
138.5902415,FALSE,64.52994898,73.17631965,0,5,0.453923881,0.01
27.27,FALSE,163.64,259.59,11,2,0.165634111,136.37
295.35,FALSE,295.35,528.67,14,5,0.996625612,0
22.84,FALSE,159.91,133.52,0,4,0.141942701,137.07
426.79,FALSE,426.79,101.69,16,2,0.997662404,0
115.29,FALSE,115.29,135.84,18,5,0.991400808,0
419.83,FALSE,419.84,374.72,12,4,0.997600038,0.01
442.01,FALSE,442.02,171.5,21,2,0.997720193,0.01
550.08,FALSE,550.08,275.2,13,6,0.998185381,0
534.29,FALSE,534.3,323.36,3,1,0.998113208,0.01
223.4246556,FALSE,159.9094865,86.14508321,1,6,0.320062499,147.01
11.26,FALSE,101.36,576.67,11,4,0.110003908,90.1
435.42,FALSE,435.43,341.47,4,6,0.997685769,0.01
160.72,FALSE,160.72,515.14,13,6,0.993816473,0
330.26,FALSE,330.27,387.49,1,4,0.996951127,0.01
223.9866397,FALSE,135.3211561,113.5263483,1,5,0.476994855,0.01
15.64,TRUE,323.68,181.88,16,3,0.048170506,308.04
497.23,FALSE,497.23,343.9,20,6,0.997992895,0
435.35,FALSE,435.35,180.38,7,3,0.997708262,0
551.07,FALSE,551.07,521.65,23,4,0.998188635,0
5.78,FALSE,115.73,209.07,5,3,0.049515977,109.95
141.66,FALSE,141.67,276.4,20,2,0.992920726,0.01
147.58,FALSE,147.58,199.28,3,1,0.993269619,0
10.57,FALSE,126.92,324.44,7,1,0.082629769,116.35
425.58,FALSE,425.59,168.93,19,4,0.997632387,0.01
294.79,FALSE,294.79,161.18,20,2,0.996619223,0
436.98,FALSE,436.98,340.18,17,2,0.997716791,0
240.8500009,FALSE,94.71671665,118.1890988,4,5,0.448496309,0
427.48,FALSE,427.49,117.23,0,3,0.997642885,0.01
38.8,FALSE,194.04,399.7,13,4,0.198933552,155.24
478.6,FALSE,478.61,368.27,15,3,0.997894122,0.01
147.99,FALSE,147.99,132.31,9,0,0.99328814,0
506.98,FALSE,506.98,109.35,0,1,0.998031419,0
106.01,FALSE,106.01,252.88,12,2,0.990655079,0
532.05,FALSE,532.06,103.39,6,6,0.998105279,0.01
126.26,FALSE,126.27,101.45,5,1,0.992064116,0.01
10.76,FALSE,150.66,523.02,22,3,0.070948174,139.9
458.94,FALSE,458.94,514.57,11,4,0.997825803,0
412.86,FALSE,412.87,277.82,16,4,0.99755962,0.01
163.52,FALSE,163.52,316.83,7,1,0.993921712,0
10.64,TRUE,140.47,196.4,20,3,0.075210292,129.83
434.39,FALSE,434.4,326.11,10,3,0.997680294,0.01
128.75,FALSE,128.76,173.01,10,6,0.9922164,0.01
141.5365199,FALSE,147.7555945,98.20383138,4,5,0.34632236,0
156.1954149,FALSE,73.19991019,131.896801,2,6,0.320910327,0
10.53,TRUE,133.06,305.32,7,3,0.078546919,122.53
186.69,FALSE,186.69,262.55,2,1,0.994672066,0
573.16,FALSE,573.17,190.14,2,5,0.998240939,0.01
11.43,FALSE,102.9,345.81,7,3,0.110009625,91.47
184.2927768,FALSE,92.17310705,128.6019981,1,6,0.374514506,159.98
185.08,FALSE,185.09,113.05,22,3,0.994572519,0.01
316.13,FALSE,316.13,593.29,11,3,0.996846719,0
567.46,FALSE,567.46,447.55,13,3,0.998240861,0
154.91,FALSE,154.92,273.67,0,5,0.993522319,0.01
14.44,TRUE,407.28,166.1,6,1,0.035367885,392.84
375.13,FALSE,375.13,115.98,0,0,0.997341345,0
34.64,FALSE,103.94,428.22,12,4,0.330093387,69.3
191.6408751,FALSE,92.52488612,137.6826407,0,6,0.385825179,0.01
14647005,FALSE,205.06,303.84,4,0,71081.26274,-14646799.94
4166187.5,FALSE,368.95,127.7,19,6,11261.48804,-4165818.55
162.21,FALSE,162.21,379.67,22,2,0.993872924,0
182.3,FALSE,182.31,238.14,10,1,0.994490208,0.01
500.47,FALSE,500.47,372.54,17,5,0.998005863,0
133.19,FALSE,133.2,165.7,4,0,0.99247392,0.01
19.62,TRUE,174.56,151.65,20,6,0.111756664,154.94
167.33,FALSE,167.33,155.37,10,6,0.994059288,0
14.59,TRUE,281.4,167.78,22,5,0.051664306,266.81
414.17,FALSE,414.18,367.32,19,4,0.99756732,0.01
177.86,FALSE,177.86,314.53,16,6,0.994409035,0
3.04,TRUE,275.72,432.24,3,3,0.010985834,272.68
192.25,FALSE,192.25,309.38,17,6,0.994825356,0
4.25,TRUE,167.6,350.87,10,3,0.025207592,163.35
10.48,TRUE,278.97,134.49,9,2,0.037432582,268.49
33.36,FALSE,133.44,171.13,21,0,0.248140434,100.08
163.8,FALSE,163.81,309.04,7,6,0.993871731,0.01
13.12,FALSE,183.8,335.93,1,4,0.070995671,170.68
128.94,FALSE,128.94,102.43,16,0,0.99230414,0
105.93,FALSE,105.93,554.41,3,6,0.990648088,0
3,TRUE,213.78,296.14,23,2,0.013967781,210.78
115.98,FALSE,115.98,464.99,5,2,0.99145153,0
553.53,FALSE,553.53,199.52,1,6,0.998196671,0
199.273486,FALSE,179.3895914,135.099685,22,5,0.531961241,154.48
104.63,FALSE,104.64,108.28,10,3,0.990439228,0.01
488.95,FALSE,488.96,171.59,14,4,0.997938607,0.01
496.14,FALSE,496.15,293.49,19,6,0.99796842,0.01
190.83,FALSE,190.83,507.46,10,3,0.994787051,0
271.6084405,FALSE,111.2756512,79.65852075,4,6,0.353608259,0
197.05,FALSE,197.05,275.53,16,5,0.99495077,0
199.6639633,FALSE,61.73166987,106.0810058,3,6,0.552448632,0
473.32,FALSE,473.33,564.3,2,0,0.997870681,0.01
190.83,FALSE,190.83,354.17,14,4,0.994787051,0
213.500054,FALSE,67.79251286,92.24759533,1,6,0.479309123,0.01
110.66,FALSE,110.66,175.05,20,2,0.991044241,0
167.27,FALSE,167.28,105.73,21,3,0.993998098,0.01
117.4768288,FALSE,77.62815208,98.50063621,22,6,0.335886986,0.01
115.37,FALSE,115.37,206.71,17,0,0.99140672,0
503.08,FALSE,503.09,478.51,22,6,0.99799639,0.01
141.24,FALSE,141.24,156.77,8,1,0.992969629,0
554.54,FALSE,554.55,292.85,3,5,0.998181982,0.01
405.36,FALSE,405.37,450.85,19,6,0.99751458,0.01
20.96,FALSE,146.79,161.29,16,4,0.141822857,125.83
10.56,FALSE,105.66,162.58,8,1,0.099006188,95.1
200.8370074,FALSE,103.6145635,131.193466,1,6,0.330636796,0
423.95,FALSE,423.96,420.43,13,3,0.997623306,0.01
112.83,FALSE,112.84,103.44,5,1,0.991127899,0.01
547.66,FALSE,547.67,286.64,4,2,0.998159185,0.01
142.77,FALSE,142.78,119.65,12,6,0.992975379,0.01
469.1,FALSE,469.11,553.26,6,2,0.997851567,0.01
198.5,FALSE,198.51,111.59,7,0,0.994937597,0.01
134.69,FALSE,134.7,252.35,2,0,0.992557111,0.01
14.38,FALSE,115.07,517.54,4,4,0.123890756,100.69
419.51,FALSE,419.51,332.77,4,4,0.997621935,0
166.05,FALSE,166.06,145.93,8,3,0.993954268,0.01
2.74,TRUE,132.55,487.54,5,5,0.02051666,129.81
14.18,FALSE,198.53,283.63,9,5,0.071067007,184.35
168.11,FALSE,168.11,316.13,20,6,0.994086689,0
143.77,FALSE,143.78,275.24,2,1,0.993023898,0.01
576.52,FALSE,576.52,187.68,7,0,0.998268458,0
142.61,FALSE,142.62,343.64,19,5,0.992967553,0.01
127.88,FALSE,127.89,214.47,5,5,0.992163861,0.01
23.82,FALSE,166.75,525.06,2,5,0.141997019,142.93
141.46,FALSE,141.46,220.61,16,2,0.992980486,0
23.92,FALSE,143.52,196.53,5,1,0.165513424,119.6
169.69,FALSE,169.7,160.97,9,3,0.994083187,0.01
10.73,FALSE,139.49,327,3,0,0.076375543,128.76
582.35,FALSE,582.36,409.76,2,6,0.998268651,0.01
502.23,FALSE,502.23,486.93,16,5,0.998012837,0
193.41,FALSE,193.42,301.53,21,1,0.994805061,0.01
292.85,FALSE,292.85,503.21,17,1,0.996596903,0
197.08,FALSE,197.09,219.36,21,5,0.994901307,0.01
115.23,FALSE,115.23,234.41,13,3,0.991396369,0
583.02,FALSE,583.02,466.54,23,2,0.99828773,0
579.09,FALSE,579.09,450.65,13,1,0.99827613,0
471.82,FALSE,471.83,534.3,21,0,0.997863926,0.01
18.33,FALSE,110,333.55,4,5,0.165135135,91.67
10.43,TRUE,216.76,137.34,7,4,0.047896767,206.33
7.954992532,TRUE,1119.84274,793.9633554,12,2,0.017388683,167.57
198.28,FALSE,198.29,338.9,7,3,0.994932009,0.01
15.82,TRUE,577.75,408.75,8,4,0.027334773,561.93
17.62,TRUE,527.53,168.03,19,6,0.033337748,509.91
438.64,FALSE,438.64,228.1,6,5,0.997725412,0
194.1,FALSE,194.1,150.8,3,1,0.994874423,0
16.08,FALSE,193.01,227.85,13,5,0.082882326,176.93
24.79,FALSE,173.56,190.15,3,5,0.142014207,148.77
14.65,FALSE,102.61,341.9,22,5,0.141395618,87.96
106.83,FALSE,106.84,151.96,5,0,0.990634273,0.01
178.35,FALSE,178.35,362.69,19,3,0.99442431,0
265.4331241,FALSE,160.4129941,101.2617372,23,5,0.345285781,0
565.5,FALSE,565.5,221.12,2,5,0.998234775,0
251.6193125,FALSE,152.432006,70.88882378,0,5,0.522766987,92.98
548.21,FALSE,548.21,244,0,4,0.998179203,0
104.93,FALSE,104.93,176.21,0,3,0.990559804,0
2.98,TRUE,449.69,163.09,11,5,0.006612084,446.71
193.44,FALSE,193.45,121.17,4,3,0.994805863,0.01
11.03,FALSE,132.47,166.05,21,0,0.082640294,121.44
500.44,FALSE,500.44,326.69,20,2,0.998005743,0
166.6057672,FALSE,163.6522557,56.57330489,2,6,0.529411497,0.01
535.76,FALSE,535.76,372.28,4,4,0.99813697,0
589.03,FALSE,589.04,598.32,0,1,0.998288252,0.01
11.8,FALSE,141.68,536.51,0,3,0.082702551,129.88
501.42,FALSE,501.42,253.6,18,4,0.998009633,0
461.17,FALSE,461.17,555.42,1,6,0.997836294,0
140.16,FALSE,140.17,484.54,19,3,0.992845505,0.01
469.32,FALSE,469.33,514.57,6,6,0.997852572,0.01
419.51,FALSE,419.52,193.73,4,0,0.997598212,0.01
245.2961135,FALSE,194.9817925,122.8622257,22,5,0.543452167,0.01
259.7255534,FALSE,150.9832492,77.28441043,2,5,0.323167159,0.01
574.94,FALSE,574.94,181.33,1,0,0.998263708,0
198.4481113,FALSE,72.58763389,66.83007524,22,6,0.387932903,0
590.46,FALSE,590.47,596.48,5,1,0.99829239,0.01
13.13,FALSE,183.87,295.35,19,1,0.071022881,170.74
573.2,FALSE,573.2,119.34,4,2,0.998258447,0
3.49,TRUE,283.45,428.71,2,6,0.012269292,279.96
543.57,FALSE,543.57,185.48,22,1,0.998163689,0
176.1,FALSE,176.1,386.71,23,0,0.994353473,0
19.12,TRUE,184.78,178.67,4,1,0.102917429,165.66
111.58,FALSE,111.59,558.48,7,2,0.991029399,0.01
18.53,TRUE,364.52,106.7,16,2,0.0506949,345.99
13.31,FALSE,106.49,200.61,5,5,0.123825472,93.18
3,TRUE,140.84,112.99,21,0,0.021150592,137.84
283.7180696,FALSE,166.7342941,130.983883,23,6,0.375921214,-4451265.5
150.52,FALSE,150.53,185.7,20,1,0.993334653,0.01
530.96,FALSE,530.97,132.83,1,1,0.998101397,0.01
13.63,TRUE,114.47,182.44,15,5,0.118039318,100.84
178.16,FALSE,178.16,355.33,13,6,0.994418397,0
18.65,TRUE,118.04,107.23,12,2,0.156670027,99.39
160.66,FALSE,160.66,449,8,1,0.993814178,0
432.83,FALSE,432.84,555.35,0,0,0.997671953,0.01
191.19,FALSE,191.19,212.4,5,3,0.994796816,0
5.38,FALSE,107.71,353.78,23,2,0.049489467,102.33
183.491517,FALSE,159.5120709,131.5480607,22,5,0.584335512,0
100.59,FALSE,100.6,469.43,16,6,0.990059055,0.01
149.33,FALSE,149.34,151.65,9,0,0.993281894,0.01
101.1921868,FALSE,92.41846167,105.2085683,0,6,0.565161875,0.01
406.23,FALSE,406.24,555.88,3,5,0.99751989,0.01
16.85,FALSE,168.5,361.66,21,0,0.099410029,151.65
448.36,FALSE,448.37,168.93,12,1,0.997752409,0.01
5.03,FALSE,105.8,123.53,19,0,0.047097378,100.77
485.17,FALSE,485.17,325.76,14,2,0.997943106,0
10.53,TRUE,193.97,339.75,16,5,0.054008309,183.44
9.06,FALSE,199.34,245.66,3,6,0.045223121,190.28
197.05,FALSE,197.05,295.17,20,5,0.99495077,0
6.04,FALSE,120.87,514.57,19,4,0.049561008,114.83
249.0408075,FALSE,169.4808093,130.0836853,3,6,0.551634169,0
132.674738,FALSE,136.6968716,98.48272045,2,6,0.567128395,0.01
435.85,FALSE,435.85,111.47,18,4,0.997710885,0
414.98,FALSE,414.98,129.28,0,3,0.997596038,0
135.11,FALSE,135.12,504.97,4,4,0.992580076,0.01
455.29,FALSE,455.3,374.23,12,5,0.997786544,0.01
159.27,FALSE,159.28,244.76,8,3,0.993698528,0.01
114.54,FALSE,114.54,133.18,22,1,0.991344989,0
7.15,FALSE,100.2,283.96,1,4,0.070652174,93.05
23.93,FALSE,167.52,295.31,5,3,0.142000949,143.59
7.86,FALSE,157.32,420.66,21,0,0.049646286,149.46
10.75,FALSE,129.05,127.74,13,6,0.082660515,118.3
324.95,FALSE,324.95,128.83,20,2,0.996932045,0
21.54,FALSE,107.74,386.99,18,2,0.19808718,86.2
4.73,TRUE,165.59,126.27,20,1,0.028393061,160.86
3.73,TRUE,318.46,370.2,3,6,0.011675953,314.73
577.21,FALSE,577.21,130.82,17,4,0.998270525,0
250.7523793,FALSE,185.5396795,146.8313679,1,5,0.536105197,0.01
179.97,FALSE,179.97,423.96,13,6,0.994474222,0
15.3,TRUE,207.76,119,10,0,0.073289902,192.46
497.7,FALSE,497.7,535.13,12,6,0.997994786,0
151.13,FALSE,151.14,117.03,2,6,0.993361378,0.01
119.63,FALSE,119.64,149.54,19,5,0.991627984,0.01
13.85,FALSE,180.15,144.91,3,0,0.076455976,166.3
146.25,FALSE,146.26,438.13,22,0,0.993141383,0.01
184.35,FALSE,184.35,112.92,16,3,0.994604802,0
570.15,FALSE,570.16,486.93,10,3,0.998231669,0.01
493.67,FALSE,493.67,117.54,7,5,0.99797845,0
12.33,FALSE,147.98,134.7,6,0,0.082762787,135.65
435.42,FALSE,435.43,341.47,4,3,0.997685769,0.01
306.7,FALSE,306.71,479.76,21,4,0.996717689,0.01
271.8321935,FALSE,51.57927983,117.8834764,1,6,0.402259596,0
9.57,FALSE,124.51,138.61,2,0,0.076248904,114.94
167.86,FALSE,167.87,111.44,14,5,0.994019068,0.01
551.95,FALSE,551.95,147.27,7,3,0.998191518,0
113.3236463,FALSE,62.06732518,83.79705626,0,6,0.339057292,118.52
21.34,FALSE,149.44,147.28,20,0,0.141850572,128.1
11.25,TRUE,165.25,173.49,20,1,0.067669173,154
123.52,FALSE,123.53,389.72,11,3,0.991889505,0.01
522.64,FALSE,522.64,266.58,11,2,0.998090291,0
7.81,FALSE,171.99,219.87,20,6,0.045147118,164.18
11.55,FALSE,173.3,491.58,22,0,0.06626506,161.75
40.84,FALSE,163.37,234,6,5,0.248463832,122.53
146.3,FALSE,146.31,182.31,9,1,0.993143711,0.01
4.65,TRUE,317.52,165.46,4,1,0.014598769,312.87
123.9495583,FALSE,107.1357016,79.37752169,1,6,0.474769049,166.37
17.29,TRUE,562.23,210.54,11,2,0.030697939,544.94
25.22,FALSE,176.59,342.62,14,5,0.142012501,151.37
5.483619836,TRUE,1393.101525,469.7385212,15,1,0.014806059,302.52
3.3,TRUE,225.53,530.04,14,2,0.014567607,222.23
185.99,FALSE,185.99,376.5,11,5,0.99465212,0
225.3338699,FALSE,166.1539522,65.89483684,22,6,0.470184912,0
269.7224772,FALSE,100.0405053,106.530481,1,6,0.349942029,0
569.78,FALSE,569.79,487.27,3,4,0.998230523,0.01
284.015734,FALSE,171.5924235,95.26493671,2,6,0.360888095,0.01
234.3282192,FALSE,189.8971019,131.7044591,2,5,0.490263447,114.3
585.29,FALSE,585.3,237.1,18,2,0.998277332,0.01
159.72,FALSE,159.73,215.16,21,0,0.99371617,0.01
407.23,FALSE,407.23,160.27,23,0,0.997550401,0
14.64,FALSE,146.5,279.34,19,5,0.099254237,131.86
545.61,FALSE,545.62,587.48,14,4,0.998152281,0.01
12.32,FALSE,172.6,464.04,4,2,0.070967742,160.28
477.75,FALSE,477.75,145.05,20,1,0.997911227,0
102.51,FALSE,102.51,406.18,12,3,0.990339098,0
361.17,FALSE,361.18,174.17,4,6,0.997211331,0.01
182.11,FALSE,182.12,163.99,23,2,0.994484491,0.01
8.46,FALSE,118.55,247.54,20,2,0.07076537,110.09
7612.55,FALSE,317.06,302.88,2,5,23.93432057,-7295.49
11.32,FALSE,101.92,518.04,16,0,0.10998834,90.6
8.84,FALSE,106.16,190.53,2,2,0.082493468,97.32
189.19,FALSE,189.19,220.47,18,1,0.9947421,0
23.65,FALSE,189.26,165.04,4,0,0.124303585,165.61
12.42,FALSE,149.07,399.59,11,3,0.082761378,136.65
568.7,FALSE,568.7,219.65,13,6,0.99824469,0
127.435169,FALSE,85.95993853,111.541788,2,6,0.398925373,0.01
10.03,FALSE,140.56,178.52,20,4,0.070853348,130.53
13.24,FALSE,132.47,253.21,0,0,0.099198322,119.23
520.52,FALSE,520.52,240.55,18,0,0.998082528,0
166.41,FALSE,166.41,264.83,21,6,0.994026641,0
130.41,FALSE,130.41,535.37,13,6,0.992390229,0
468.6,FALSE,468.61,457.33,8,0,0.997849279,0.01
6.04,FALSE,133.06,347.21,0,3,0.045054453,127.02
192.36,FALSE,192.37,488.14,7,3,0.994776853,0.01
296.4065591,FALSE,157.2570869,80.03457771,3,6,0.57614901,106.65
7.91,FALSE,158.21,406.55,21,5,0.049682809,150.3
415.23,FALSE,415.23,177.34,0,0,0.997597482,0
187.2268898,FALSE,186.1836952,59.259323,1,5,0.525740585,0
3.57,TRUE,227.73,105.93,9,2,0.015607922,224.16
17.54,TRUE,194.7,184.18,9,1,0.08962698,177.16
563.26,FALSE,563.26,159.43,8,6,0.998227767,0
136.66,FALSE,136.66,214.71,20,6,0.992735726,0
7.33,FALSE,146.67,351.83,5,4,0.049637706,139.34
400.89,FALSE,400.9,544.26,3,1,0.997486937,0.01
582.42,FALSE,582.43,124.45,6,2,0.998268858,0.01
20.08,FALSE,180.76,109.35,20,6,0.110475352,160.68
477.1,FALSE,477.1,118.71,1,0,0.997908387,0
147.88,FALSE,147.88,336.74,5,0,0.993283181,0
169.35,FALSE,169.35,166.05,7,5,0.994129733,0
18.99,FALSE,132.98,350.91,16,6,0.141737573,113.99
129.13,FALSE,129.13,222.97,5,0,0.992315377,0
138.77,FALSE,138.78,342.27,23,0,0.99277436,0.01
196.4723279,FALSE,107.353211,64.34854186,3,6,0.480108241,0
146.5081284,FALSE,109.4058535,114.1515703,23,5,0.33308721,90.1
10.35,TRUE,159.5,317.65,18,4,0.064485981,149.15
10.52,FALSE,157.95,359.31,7,6,0.066184335,147.43
111.47,FALSE,111.47,189.74,0,2,0.99110874,0
123.52,FALSE,123.53,233.39,5,1,0.991889505,0.01
234.3894265,FALSE,78.44614145,122.3814035,3,6,0.562356683,159.25
144.91,FALSE,144.91,315.6,17,1,0.99314646,0
145.96,FALSE,145.96,314.45,19,0,0.993195427,0
517.44,FALSE,517.44,150.93,9,2,0.998071136,0
263.1712929,FALSE,159.1011859,73.84694541,22,6,0.38755494,150.9
273.51,FALSE,273.52,397.99,10,3,0.996320851,0.01
